	C_S27	C_S28	C_S31	C_S43	C_S48	E_S36	E_S41	E_S42	E_S49	E_S50	N_S29	N_S30	N_S37	N_S38	N_S46
ENSG00000248554	0	1	0	0	1	2	3	3	3	0	0	4	0	0	0
ENSG00000280305	1	0	0	0	0	0	0	3	0	4	0	0	0	0	0
ENSG00000249198	4	2	2	7	10	4	6	3	5	6	0	11	0	6	4
ENSG00000248349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154122	998	1212	742	429	977	606	610	789	1147	1030	1091	1618	299	932	589
ENSG00000250703	1	0	3	1	5	0	1	7	7	0	3	0	4	2	0
ENSG00000248148	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0
ENSG00000234865	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248461	0	2	1	0	1	0	3	2	0	0	0	0	0	1	0
ENSG00000250118	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000113593	210	327	287	118	123	129	267	179	241	238	126	328	102	144	121
ENSG00000248651	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000241739	0	0	0	0	0	0	0	3	3	1	1	0	1	0	0
ENSG00000248092	104	130	148	73	134	79	198	205	144	142	65	220	108	184	98
ENSG00000249404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251189	0	0	0	1	0	0	0	6	0	0	0	0	0	1	0
ENSG00000249410	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000151876	99	149	250	36	90	43	136	125	101	111	95	170	90	60	64
ENSG00000113389	78	51	12	22	163	103	28	252	188	422	184	307	11	84	115
ENSG00000261604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248279	1	0	0	0	0	0	0	16	2	3	0	0	0	0	0
ENSG00000248378	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000250418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000169271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134363	459	965	1252	125	1719	248	1528	759	3641	1101	1041	1839	68	1654	537
ENSG00000249928	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
ENSG00000279470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000279671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250764	1	3	3	2	5	3	4	0	6	1	1	8	2	10	4
ENSG00000287947	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000112996	487	537	587	228	244	156	396	181	339	263	218	464	297	338	238
ENSG00000112964	2999	1872	1955	1207	1940	1609	818	1323	491	1107	1477	2290	383	611	916
ENSG00000113100	0	0	0	0	0	0	0	0	0	0	0	1	1	4	1
ENSG00000251391	1	0	0	0	0	0	5	11	1	2	0	0	0	3	2
ENSG00000251599	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000251307	1	0	1	1	0	0	0	5	3	3	0	0	1	1	4
ENSG00000251273	0	0	2	0	0	0	0	5	1	0	0	0	0	0	3
ENSG00000248693	0	0	1	1	0	1	0	3	3	0	1	0	0	0	0
ENSG00000151388	41	29	26	38	24	42	121	52	94	70	58	49	9	14	5
ENSG00000248874	13	0	5	0	0	0	2	0	0	0	4	4	0	6	0
ENSG00000287090	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
ENSG00000249584	1	0	0	0	1	3	1	12	6	1	0	3	0	9	0
ENSG00000234602	0	1	1	0	1	2	2	0	6	0	0	0	0	0	2
ENSG00000248878	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000248605	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0
ENSG00000213956	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000145626	712	463	514	454	700	454	327	279	370	773	844	2546	214	667	436
ENSG00000248942	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0
ENSG00000249099	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000280159	1	0	3	0	0	0	3	3	1	1	1	5	0	4	0
ENSG00000249638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248240	0	0	0	0	1	0	3	2	2	2	0	0	0	0	1
ENSG00000145526	1	0	6	0	0	2	2	5	1	2	1	0	0	0	0
ENSG00000287087	0	2	0	0	1	1	0	0	0	0	0	0	0	1	0
ENSG00000240281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249142	6	5	4	0	3	1	2	1	2	4	4	1	4	0	1
ENSG00000249332	1	0	0	0	0	0	0	4	0	0	0	0	0	2	0
ENSG00000039560	546	407	366	321	291	244	446	412	315	369	259	654	172	290	245
ENSG00000154162	0	1	1	0	1	0	4	12	5	2	4	0	3	0	1
ENSG00000241668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSG00000276098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250524	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000248185	0	0	1	0	2	2	3	6	4	1	1	2	0	0	2
ENSG00000248783	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
ENSG00000279557	2	10	1	0	3	1	3	1	2	0	2	0	1	14	2
ENSG00000249338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271410	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0
ENSG00000070193	1	13	0	0	1	1	3	17	4	8	1	1	1	6	1
ENSG00000251033	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000286647	0	0	0	0	0	1	7	50	3	2	1	0	1	1	2
ENSG00000250032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250480	0	0	2	0	0	0	1	6	1	0	0	0	0	0	0
ENSG00000270495	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000226432	5	4	5	5	4	6	5	6	2	2	7	2	6	4	0
ENSG00000152932	44	7	4	15	12	12	29	34	59	9	10	28	4	7	1
ENSG00000251141	1	7	1	1	3	9	7	27	4	13	8	8	1	2	4
ENSG00000172244	1	35	7	0	3	12	7	17	0	5	3	7	3	2	3
ENSG00000250330	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0
ENSG00000250048	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000249199	0	0	2	0	0	0	0	2	0	0	0	0	0	2	0
ENSG00000250319	0	0	1	0	0	0	4	1	0	1	0	0	0	0	0
ENSG00000248673	0	0	0	0	0	0	0	5	0	1	0	0	0	1	0
ENSG00000250747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000170571	57	97	87	259	55	77	95	149	136	135	79	121	15	67	30
ENSG00000285552	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164181	9	129	22	9	21	49	125	49	111	68	26	32	2	4	12
ENSG00000250360	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000240627	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
ENSG00000249226	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSG00000251062	0	0	0	0	0	0	1	0	1	0	0	0	0	1	3
ENSG00000249359	4	2	5	0	2	1	7	6	4	1	0	2	2	2	1
ENSG00000239694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213949	2947	1536	2140	2141	1304	904	1937	935	1214	1409	1140	3816	789	1320	771
ENSG00000279638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254170	1	1	5	0	1	1	1	7	16	9	2	4	11	7	2
ENSG00000250164	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000152380	7	14	24	8	19	6	13	13	15	21	2	17	7	9	6
ENSG00000279531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198865	40	121	65	40	101	93	55	134	72	71	43	456	48	83	86
ENSG00000039123	820	973	625	417	389	305	650	525	318	409	420	735	255	308	260
ENSG00000287179	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000174695	971	1157	1156	515	703	375	873	616	572	459	420	880	734	601	315
ENSG00000145681	0	0	0	0	0	0	6	4	2	1	0	0	3	1	0
ENSG00000288579	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000272335	57	54	118	32	89	34	78	98	121	96	25	87	50	134	35
ENSG00000271752	0	3	2	0	0	0	0	6	3	1	3	3	0	0	0
ENSG00000250234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287597	1	0	0	0	0	0	0	5	0	6	0	1	0	2	0
ENSG00000249664	0	2	0	0	0	2	13	0	2	0	0	0	0	0	0
ENSG00000250124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248586	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0
ENSG00000038427	155	131	179	318	149	184	445	209	500	410	426	213	17	38	109
ENSG00000249343	0	0	1	1	0	3	1	6	0	0	0	0	0	2	0
ENSG00000083720	22	41	33	14	26	21	21	48	69	43	26	42	3	3	20
ENSG00000113387	1429	1769	2859	1008	1548	659	2941	1939	2522	1538	1117	1283	1200	1151	813
ENSG00000249854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152611	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000280338	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000224993	2	3	4	2	4	0	8	3	5	11	5	5	0	1	3
ENSG00000113597	164	276	227	107	110	67	199	142	102	123	115	162	131	92	69
ENSG00000249865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249114	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000234838	0	0	0	0	1	0	1	13	0	0	0	0	0	0	0
ENSG00000249668	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0
ENSG00000249616	0	0	1	0	1	0	6	9	5	0	0	0	1	0	0
ENSG00000248891	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000248285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113088	19	8	4	1	5	8	3	9	35	38	19	34	0	19	3
ENSG00000233828	0	2	0	0	1	1	8	8	4	0	0	0	0	2	2
ENSG00000113273	134	256	133	134	105	56	174	89	92	80	105	293	79	49	74
ENSG00000123219	3	232	5	0	6	5	22	39	9	5	8	14	0	3	7
ENSG00000133401	7	23	25	14	26	30	29	50	17	39	32	68	11	48	11
ENSG00000249286	0	1	0	1	5	0	4	0	1	0	0	0	0	0	0
ENSG00000259786	0	2	0	0	1	0	4	5	3	0	1	1	0	0	0
ENSG00000287540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248572	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ENSG00000285997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236068	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000251585	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0
ENSG00000248475	0	0	8	0	0	0	3	11	6	1	0	0	0	2	0
ENSG00000244630	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0
ENSG00000250306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000130449	114	214	91	74	107	116	188	111	134	114	102	213	11	164	75
ENSG00000271455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164171	20	79	14	8	20	76	383	76	108	73	58	27	2	28	4
ENSG00000152409	168	247	235	54	414	127	205	182	170	168	118	276	120	218	81
ENSG00000253940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168621	1	0	1	0	8	46	24	32	25	57	13	39	0	8	22
ENSG00000241965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230829	0	0	1	0	3	0	0	3	0	0	0	0	0	1	0
ENSG00000243592	4	5	7	0	5	1	11	10	58	8	1	1	3	35	2
ENSG00000250697	0	1	0	0	0	0	0	6	0	2	1	0	0	0	0
ENSG00000249405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250421	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ENSG00000164300	1125	808	942	813	1180	447	527	770	531	391	619	1491	471	1116	453
ENSG00000248393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000164190	490	709	419	352	330	324	560	323	498	448	353	802	171	628	226
ENSG00000248789	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ENSG00000251573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131730	4	24	1	2	8	21	22	18	71	45	45	80	2	29	22
ENSG00000249776	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0
ENSG00000240388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248587	1	5	1	0	1	13	15	11	18	14	4	10	0	4	4
ENSG00000249855	382	400	508	159	458	251	802	669	741	554	804	487	373	254	374
ENSG00000287447	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0
ENSG00000250422	0	0	1	0	0	0	6	12	0	0	0	0	0	0	0
ENSG00000253251	16	40	22	7	5	4	27	2	5	10	7	7	6	6	7
ENSG00000242858	0	0	0	0	3	0	2	12	4	1	0	0	2	0	1
ENSG00000250816	0	0	2	1	2	0	0	9	0	0	0	0	0	0	0
ENSG00000152348	116	169	99	32	59	45	156	62	114	83	54	146	44	51	48
ENSG00000250827	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1
ENSG00000113319	8	40	10	6	21	20	66	74	81	73	30	63	1	27	14
ENSG00000227762	0	0	0	0	0	0	1	4	3	1	0	0	3	0	0
ENSG00000249835	0	0	0	0	0	2	3	0	2	0	0	0	0	0	0
ENSG00000254310	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000212930	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000197860	73	70	26	79	34	37	58	43	36	31	25	83	25	27	32
ENSG00000250662	0	0	0	0	0	1	2	4	2	1	0	0	0	0	0
ENSG00000271687	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113384	1342	1635	1585	839	1536	467	1518	508	792	724	707	1604	883	1637	450
ENSG00000238000	10	14	34	6	14	9	19	13	29	9	6	11	5	5	14
ENSG00000189127	0	0	0	55	0	0	2	2	1	0	0	5	2	0	1
ENSG00000250273	3	3	1	1	1	1	3	8	2	1	0	3	2	0	0
ENSG00000271874	1	4	10	1	2	3	1	2	0	3	1	2	0	2	4
ENSG00000249236	0	0	0	0	1	0	2	3	6	0	0	4	0	4	4
ENSG00000169067	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ENSG00000236447	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
ENSG00000112874	615	536	528	330	301	209	349	382	199	178	92	540	291	213	196
ENSG00000248733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000062194	566	619	783	292	490	261	635	597	785	712	368	726	384	483	309
ENSG00000248708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248727	2	29	6	5	6	10	36	22	72	32	14	10	2	2	8
ENSG00000113318	315	227	284	175	154	146	202	142	145	192	155	296	90	132	104
ENSG00000251356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000164299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000288349	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000250145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248870	0	0	2	0	0	0	11	19	1	0	0	0	0	0	0
ENSG00000250984	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000134061	74	34	33	34	38	18	71	46	66	40	23	90	6	23	13
ENSG00000240003	0	0	0	2	3	0	3	4	3	0	3	0	0	0	0
ENSG00000249101	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168685	284	112	103	52	220	332	137	1292	1109	816	723	551	27	497	152
ENSG00000127184	2799	3145	5579	2144	2169	1193	2554	2462	4555	3218	2348	3454	1685	1846	2140
ENSG00000250081	0	0	3	0	0	0	1	2	2	0	0	0	0	0	0
ENSG00000280009	0	1	1	0	1	1	0	1	1	3	0	0	0	0	0
ENSG00000249153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271904	0	0	0	0	0	0	0	5	0	1	0	1	0	0	0
ENSG00000250544	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000186479	17	27	3	14	12	20	19	30	10	8	26	49	2	12	4
ENSG00000214853	0	3	0	1	0	0	0	0	2	0	1	1	2	0	0
ENSG00000251450	3	0	1	0	2	0	1	2	3	0	2	0	0	2	2
ENSG00000250585	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0
ENSG00000249276	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000279869	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSG00000271207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250694	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000250079	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000251376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251435	1	4	0	0	0	2	0	0	1	2	0	0	0	0	0
ENSG00000288539	0	0	0	0	1	2	3	10	1	3	0	2	0	0	2
ENSG00000278958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248430	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ENSG00000271862	2	4	4	0	0	5	6	0	3	2	3	2	3	14	1
ENSG00000152669	2	25	7	0	6	0	10	19	14	10	11	8	0	2	3
ENSG00000271035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000113494	606	326	250	157	155	263	170	354	175	197	224	846	42	279	175
ENSG00000250955	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000251675	0	2	1	1	4	1	2	4	0	2	1	5	1	1	4
ENSG00000250447	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0
ENSG00000248876	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250391	0	0	0	0	1	0	4	5	0	0	0	1	0	0	0
ENSG00000250978	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000270388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217416	3	7	6	1	2	0	7	1	6	0	2	8	1	2	2
ENSG00000152495	30	20	10	29	30	22	19	57	46	32	18	63	3	41	13
ENSG00000241059	0	0	1	0	1	0	0	8	1	2	0	0	0	1	1
ENSG00000251000	5	22	8	4	7	5	19	8	15	10	8	31	3	9	11
ENSG00000249491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214942	1	0	5	0	0	0	4	13	2	0	0	1	0	0	0
ENSG00000248195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249944	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249439	0	0	0	0	0	0	0	2	7	2	0	0	0	2	0
ENSG00000251495	137	323	326	58	133	95	409	149	240	111	187	165	208	100	158
ENSG00000270906	4	0	2	1	0	0	1	0	0	0	0	0	1	1	1
ENSG00000251093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000250049	1	6	0	0	0	0	3	23	3	3	1	1	0	0	3
ENSG00000249100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249436	1	1	1	0	0	0	1	4	11	0	0	0	0	0	0
ENSG00000251023	3	7	12	1	2	4	5	3	26	9	0	7	0	26	8
ENSG00000250017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272021	5	2	5	3	3	5	0	0	0	2	1	6	7	13	1
ENSG00000251076	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0
ENSG00000176183	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000288035	0	0	0	0	0	0	1	10	2	0	0	0	0	0	0
ENSG00000246316	1	0	0	0	2	0	0	0	0	0	0	2	0	1	0
ENSG00000164258	615	676	1258	440	452	245	557	466	800	616	427	720	313	376	462
ENSG00000249921	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000286853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248950	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0
ENSG00000164211	503	1178	664	174	197	133	180	577	87	141	146	524	381	348	184
ENSG00000243914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250427	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
ENSG00000250308	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000248701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248757	0	1	0	0	0	0	1	0	3	1	0	2	0	1	0
ENSG00000253584	0	0	1	0	0	0	0	5	0	0	0	0	2	0	0
ENSG00000248363	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0
ENSG00000249128	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000175426	10	2	1	1	3	2	6	32	7	7	0	8	1	14	4
ENSG00000113391	126	141	153	104	101	67	146	143	107	119	85	165	47	73	50
ENSG00000227087	1	0	0	0	6	1	6	6	6	3	2	0	0	4	3
ENSG00000248901	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000270830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000132837	3231	1242	3523	1105	2631	1462	920	2300	862	1604	2095	4701	1007	1629	1282
ENSG00000250359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248132	0	1	5	0	0	0	5	19	2	6	0	1	0	2	0
ENSG00000285809	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000248967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248199	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000235635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250095	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000164309	51	105	58	24	52	86	68	97	154	170	36	212	20	313	70
ENSG00000270307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250013	0	0	2	0	0	0	1	17	0	0	0	0	0	0	0
ENSG00000248873	6	6	4	0	4	1	4	6	7	8	4	2	2	6	3
ENSG00000250099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000067113	617	639	758	545	334	272	819	408	579	560	654	870	300	185	229
ENSG00000248803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248539	0	0	0	0	0	0	1	6	0	1	1	0	0	0	0
ENSG00000251125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000250961	1	4	3	0	2	0	7	24	8	8	0	7	0	3	1
ENSG00000251477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249318	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0
ENSG00000250156	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000249515	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000162685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274455	0	0	0	0	0	0	2	4	2	0	0	0	0	1	0
ENSG00000196900	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0
ENSG00000249068	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000249963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000254138	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000285042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251237	0	2	0	0	0	0	0	0	4	1	0	0	0	0	0
ENSG00000241809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248781	0	2	1	0	4	1	3	0	3	1	1	2	2	3	2
ENSG00000239870	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000249418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248350	0	0	0	0	2	0	1	8	0	1	1	0	0	0	0
ENSG00000249619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273860	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ENSG00000164199	308	142	307	119	160	62	120	254	80	51	111	136	80	66	84
ENSG00000249169	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000250250	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
ENSG00000250221	4	12	4	1	1	2	13	0	6	4	5	9	0	0	9
ENSG00000286048	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000248794	2	5	1	0	5	6	1	4	1	3	2	5	1	5	4
ENSG00000248296	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000248288	0	0	0	0	1	0	3	7	0	0	0	0	0	0	0
ENSG00000249697	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000234292	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000213630	1	1	1	1	0	1	1	4	1	0	0	0	1	0	0
ENSG00000249426	0	2	1	0	0	0	0	4	0	3	0	0	0	0	0
ENSG00000198961	2446	1638	1402	868	1295	815	1538	1330	690	877	1005	2027	797	842	535
ENSG00000271797	1	7	0	6	4	1	2	1	5	4	5	7	0	0	3
ENSG00000286121	1	1	0	0	1	2	0	0	2	0	0	1	1	1	0
ENSG00000251132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197575	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0
ENSG00000157107	397	401	306	128	192	181	543	219	150	212	147	446	100	235	153
ENSG00000248261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000248648	0	0	0	0	0	1	0	0	1	2	0	1	0	2	1
ENSG00000251421	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249744	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000250383	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000246859	39	30	6	9	21	51	30	92	17	19	29	49	17	11	49
